ticket_id,trip_id,sold_at,payment_method,fare_kzt,passenger_type
12644,10108,2025-07-20T22:32:09,card,66.0,adult
12645,5686,2025-06-09T09:39:09,card,90.0,adult
12646,5399,2025-09-07T06:45:09,card,120.0,student
12647,1565,2025-06-13T19:55:09,card,105.0,student
12648,1406,2025-05-12T18:27:09,card,68.0,student
12649,6616,2025-06-12T22:32:09,cash,100.0,adult
12650,9136,2025-06-30T20:46:09,card,75.0,adult
12651,10181,2025-05-22T01:25:09,card,84.0,adult
12652,9399,2025-09-06T22:22:09,cash,99.0,adult
12653,5406,2025-04-22T05:19:09,qr,99.0,adult
12654,3306,2025-07-29T02:30:09,card,84.0,adult
12655,4891,2025-08-04T19:21:09,card,57.0,adult
12656,2058,2025-04-20T06:36:09,card,83.0,adult
12657,6273,2025-06-23T01:21:09,card,91.0,adult
12658,1697,2025-04-22T01:26:09,card,50.0,senior
12659,9092,2025-07-10T16:44:09,card,82.0,adult
12660,1214,2025-03-31T10:49:09,cash,74.0,adult
12661,4899,2025-07-21T00:07:09,card,81.0,student
12662,3486,2025-08-30T14:34:09,cash,78.0,adult
12663,7493,2025-08-19T20:40:09,cash,51.0,student
12664,8594,2025-03-26T09:54:09,card,78.0,adult
12665,4681,2025-06-06T17:58:09,card,77.0,adult
12666,3431,2025-07-28T05:15:09,qr,96.0,student
12667,11033,2025-06-11T11:03:09,card,61.0,student
12668,10052,2025-08-09T07:17:09,card,90.0,adult
12669,10125,2025-04-30T02:52:09,qr,67.0,adult
12670,4011,2025-04-07T05:20:09,cash,99.0,adult
12671,516,2025-04-19T13:28:09,card,108.0,adult
12672,8463,2025-06-08T00:13:09,cash,113.0,student
12673,2504,2025-05-16T21:12:09,card,128.0,student
12674,2540,2025-04-25T03:24:09,qr,50.0,adult
12675,9561,2025-08-09T15:07:09,card,74.0,adult
12676,1373,2025-06-25T10:30:09,qr,110.0,senior
12677,10028,2025-08-01T07:27:09,card,69.0,adult
12678,2898,2025-05-13T17:08:09,card,118.0,student
12679,3967,2025-04-23T05:03:09,card,91.0,senior
12680,7516,2025-09-15T07:15:09,card,94.0,senior
12681,8289,2025-06-02T15:45:09,cash,78.0,adult
12682,7971,2025-07-04T01:42:09,cash,111.0,adult
12683,6087,2025-09-11T06:15:09,card,106.0,adult
12684,7444,2025-09-03T15:04:09,qr,94.0,adult
12685,4552,2025-09-05T15:38:09,card,50.0,adult
12686,5066,2025-07-16T07:57:09,cash,69.0,student
12687,1472,2025-09-03T14:20:09,card,50.0,student
12688,6715,2025-06-01T10:45:09,card,108.0,adult
12689,4148,2025-09-01T17:32:09,cash,112.0,adult
12690,11298,2025-06-07T19:06:09,card,81.0,senior
12691,11556,2025-05-23T07:17:09,cash,90.0,adult
12692,898,2025-09-10T06:44:09,cash,84.0,adult
12693,7672,2025-06-20T02:17:09,card,119.0,student
12694,992,2025-05-09T23:58:09,qr,91.0,student
12695,4295,2025-05-20T18:40:09,card,79.0,student
12696,5922,2025-06-05T14:34:09,cash,89.0,adult
12697,3460,2025-06-14T23:45:09,cash,90.0,adult
12698,9624,2025-08-14T01:53:09,card,97.0,student
12699,99,2025-08-06T08:13:09,cash,72.0,student
12700,10543,2025-09-03T08:15:09,card,70.0,student
12701,11770,2025-04-12T19:05:09,card,53.0,student
12702,8766,2025-04-29T12:06:09,card,73.0,adult
12703,11891,2025-08-27T02:19:09,card,99.0,adult
12704,2651,2025-09-05T09:59:09,cash,95.0,adult
12705,7424,2025-06-01T16:07:09,qr,109.0,adult
12706,9107,2025-04-23T08:10:09,card,50.0,adult
12707,4156,2025-06-26T05:01:09,card,100.0,adult
12708,2611,2025-04-01T20:17:09,cash,82.0,adult
12709,4622,2025-05-02T02:56:09,qr,88.0,student
12710,180,2025-04-06T01:05:09,card,83.0,adult
12711,6310,2025-09-20T08:34:09,qr,83.0,adult
12712,1830,2025-08-13T13:06:09,cash,89.0,adult
12713,3779,2025-09-02T16:35:09,card,108.0,adult
12714,11619,2025-04-22T07:15:09,card,109.0,adult
12715,830,2025-09-19T04:09:09,card,62.0,adult
12716,8573,2025-07-23T00:07:09,qr,96.0,adult
12717,2937,2025-07-01T01:22:09,qr,72.0,adult
12718,1763,2025-06-01T21:15:09,cash,90.0,student
12719,6600,2025-08-02T00:10:09,card,90.0,adult
12720,3727,2025-09-18T10:12:09,card,103.0,adult
12721,8197,2025-06-16T05:52:09,card,61.0,adult
12722,10597,2025-09-16T08:45:09,cash,99.0,adult
12723,8621,2025-07-19T08:38:09,cash,92.0,student
12724,8564,2025-08-13T21:13:09,card,109.0,adult
12725,7594,2025-05-02T17:18:09,card,79.0,adult
12726,2925,2025-09-01T07:40:09,qr,101.0,student
12727,5408,2025-06-09T06:04:09,qr,67.0,adult
12728,11725,2025-09-16T13:02:09,card,73.0,adult
12729,6349,2025-06-13T12:18:09,card,93.0,student
12730,6985,2025-06-27T18:29:09,cash,71.0,adult
12731,7518,2025-04-19T01:01:09,card,98.0,adult
12732,6593,2025-05-09T05:20:09,card,50.0,adult
12733,1371,2025-09-13T19:04:09,card,89.0,student
12734,7039,2025-06-23T02:46:09,cash,89.0,senior
12735,1918,2025-04-29T09:27:09,cash,80.0,adult
12736,8795,2025-08-15T06:57:09,card,106.0,adult
12737,10770,2025-08-08T18:44:09,qr,94.0,adult
12738,3161,2025-04-25T00:18:09,card,81.0,adult
12739,3523,2025-09-08T05:48:09,card,76.0,student
12740,288,2025-07-08T12:09:09,qr,91.0,senior
12741,3854,2025-07-30T03:16:09,card,89.0,student
12742,7807,2025-03-27T23:13:09,cash,86.0,adult
12743,2106,2025-05-26T07:28:09,card,104.0,adult
12744,5687,2025-07-31T22:38:09,card,69.0,adult
12745,9677,2025-06-15T01:01:09,qr,86.0,adult
12746,9737,2025-04-20T18:14:09,card,125.0,adult
12747,410,2025-07-09T11:42:09,cash,86.0,student
12748,11129,2025-06-01T04:59:09,card,77.0,adult
12749,10144,2025-07-18T11:55:09,card,86.0,adult
12750,7329,2025-06-11T06:10:09,cash,80.0,adult
12751,9644,2025-07-11T01:28:09,card,83.0,student
12752,7142,2025-08-02T03:51:09,cash,100.0,senior
12753,4967,2025-09-07T08:37:09,qr,94.0,adult
12754,7634,2025-05-24T09:36:09,cash,50.0,student
12755,10662,2025-04-26T19:31:09,card,115.0,student
12756,941,2025-08-01T07:09:09,card,83.0,adult
12757,8791,2025-08-17T05:11:09,card,75.0,adult
12758,4357,2025-07-23T17:16:09,card,98.0,adult
12759,10210,2025-06-21T00:50:09,card,118.0,adult
12760,7890,2025-05-21T19:26:09,card,105.0,adult
12761,1182,2025-07-04T04:39:09,card,86.0,adult
12762,6324,2025-06-04T23:21:09,card,95.0,adult
12763,10035,2025-04-29T13:11:09,card,88.0,adult
12764,9417,2025-07-23T17:53:09,card,63.0,student
12765,8238,2025-06-12T04:25:09,card,74.0,adult
12766,1421,2025-06-11T13:01:09,qr,59.0,adult
12767,11949,2025-08-06T13:46:09,cash,135.0,senior
12768,7642,2025-03-30T07:23:09,card,74.0,adult
12769,9767,2025-05-11T01:01:09,card,94.0,adult
12770,10072,2025-06-11T21:36:09,qr,104.0,adult
12771,11883,2025-06-22T00:51:09,card,89.0,adult
12772,7961,2025-07-27T21:52:09,qr,97.0,adult
12773,6593,2025-04-08T14:27:09,cash,79.0,student
12774,926,2025-04-15T16:54:09,card,99.0,student
12775,1624,2025-07-06T21:41:09,card,71.0,adult
12776,7957,2025-09-11T01:38:09,cash,81.0,student
12777,11116,2025-06-19T13:04:09,card,105.0,student
12778,10206,2025-09-17T02:19:09,card,78.0,student
12779,10216,2025-07-13T10:09:09,card,102.0,adult
12780,1783,2025-05-31T04:44:09,card,71.0,student
12781,5383,2025-07-10T14:41:09,cash,122.0,adult
12782,7425,2025-05-12T20:48:09,card,118.0,adult
12783,7426,2025-07-22T15:04:09,card,87.0,adult
12784,5836,2025-05-26T21:35:09,cash,111.0,adult
12785,11277,2025-09-05T10:23:09,card,93.0,student
12786,2694,2025-05-21T09:02:09,card,69.0,adult
12787,10036,2025-09-02T19:09:09,card,115.0,adult
12788,5303,2025-09-01T23:55:09,card,62.0,student
12789,7715,2025-07-12T07:20:09,card,85.0,adult
12790,5075,2025-07-25T13:13:09,cash,74.0,adult
12791,4319,2025-04-25T11:57:09,card,113.0,adult
12792,6858,2025-09-20T21:27:09,card,89.0,adult
12793,6432,2025-08-22T06:24:09,cash,86.0,adult
12794,8980,2025-04-05T23:38:09,cash,93.0,adult
12795,872,2025-05-24T18:05:09,card,121.0,adult
12796,1163,2025-09-15T15:49:09,card,110.0,adult
12797,4566,2025-06-29T06:31:09,card,122.0,student
12798,2416,2025-08-05T18:08:09,card,78.0,student
12799,8602,2025-08-30T07:51:09,cash,110.0,adult
12800,7705,2025-05-31T02:20:09,card,79.0,adult
12801,1701,2025-04-02T14:19:09,card,55.0,adult
12802,1477,2025-08-15T09:14:09,cash,77.0,adult
12803,10115,2025-08-23T08:49:09,card,82.0,student
12804,7888,2025-08-03T02:26:09,cash,62.0,student
12805,10732,2025-07-11T11:58:09,card,128.0,adult
12806,7884,2025-03-28T11:17:09,card,67.0,adult
12807,4847,2025-05-20T13:16:09,cash,88.0,student
12808,4040,2025-06-08T07:18:09,card,68.0,adult
12809,9984,2025-05-21T18:49:09,card,105.0,adult
12810,11865,2025-09-13T14:07:09,card,87.0,student
12811,5218,2025-07-02T21:52:09,card,92.0,adult
12812,5687,2025-06-11T19:47:09,qr,101.0,adult
12813,4774,2025-07-22T05:51:09,cash,73.0,adult
12814,11543,2025-05-22T16:12:09,card,109.0,adult
12815,1448,2025-04-15T00:57:09,card,87.0,adult
12816,2145,2025-07-22T04:11:09,cash,50.0,adult
12817,9864,2025-06-13T13:10:09,cash,71.0,student
12818,11225,2025-07-20T07:54:09,cash,130.0,adult
12819,3305,2025-07-27T04:12:09,card,103.0,adult
12820,6917,2025-09-14T17:58:09,card,78.0,adult
12821,3421,2025-07-10T17:26:09,card,92.0,adult
12822,11878,2025-08-09T17:55:09,card,101.0,student
12823,827,2025-09-11T15:36:09,card,100.0,student
12824,7175,2025-04-13T01:26:09,card,129.0,adult
12825,7096,2025-07-01T21:54:09,qr,98.0,adult
12826,11176,2025-06-14T01:29:09,cash,111.0,student
12827,6785,2025-07-14T06:09:09,qr,105.0,adult
12828,4194,2025-04-02T10:37:09,qr,76.0,student
12829,5909,2025-07-07T20:16:09,qr,105.0,adult
12830,7595,2025-09-05T11:09:09,qr,87.0,adult
12831,10197,2025-05-02T16:07:09,card,80.0,adult
12832,385,2025-07-14T02:10:09,qr,101.0,student
12833,8606,2025-03-31T07:37:09,cash,112.0,senior
12834,6998,2025-04-19T02:56:09,card,99.0,adult
12835,2375,2025-04-08T15:30:09,qr,127.0,adult
12836,4500,2025-04-03T21:04:09,cash,105.0,adult
12837,6654,2025-08-19T07:00:09,card,121.0,student
12838,9889,2025-08-17T06:23:09,card,85.0,student
12839,10095,2025-08-14T04:46:09,card,53.0,adult
12840,5962,2025-08-23T21:32:09,card,69.0,adult
12841,8378,2025-07-02T18:27:09,card,95.0,senior
12842,6278,2025-08-06T12:27:09,card,68.0,adult
12843,8187,2025-05-29T12:05:09,card,92.0,adult
12844,11799,2025-06-06T19:51:09,qr,97.0,adult
12845,1044,2025-04-13T18:19:09,card,72.0,adult
12846,10687,2025-09-15T14:50:09,cash,101.0,adult
12847,2163,2025-08-14T01:32:09,qr,98.0,adult
12848,11179,2025-08-07T02:34:09,card,66.0,adult
12849,4961,2025-08-12T05:48:09,qr,91.0,student
12850,2037,2025-06-06T23:11:09,card,128.0,adult
12851,556,2025-04-02T19:28:09,cash,89.0,adult
12852,10563,2025-08-08T12:19:09,card,63.0,adult
12853,8710,2025-06-04T17:34:09,card,62.0,adult
12854,5134,2025-06-22T02:55:09,card,109.0,student
12855,11186,2025-06-01T04:12:09,card,80.0,adult
12856,10228,2025-05-30T15:55:09,qr,102.0,adult
12857,2119,2025-04-13T16:54:09,card,78.0,adult
12858,6104,2025-06-04T00:58:09,card,81.0,adult
12859,7720,2025-06-08T08:01:09,cash,101.0,student
12860,8001,2025-04-14T22:12:09,card,101.0,adult
12861,6052,2025-07-24T00:34:09,card,101.0,adult
12862,3010,2025-07-24T03:10:09,cash,91.0,adult
12863,2829,2025-08-15T01:09:09,card,119.0,adult
12864,2336,2025-06-19T16:21:09,card,101.0,student
12865,5768,2025-06-10T12:06:09,qr,73.0,adult
12866,6689,2025-04-15T20:59:09,card,84.0,adult
12867,11343,2025-09-20T01:26:09,card,92.0,adult
12868,1720,2025-05-16T14:05:09,card,65.0,adult
12869,5701,2025-07-10T19:52:09,card,81.0,senior
12870,7498,2025-08-19T22:28:09,card,117.0,adult
12871,5166,2025-08-14T12:29:09,card,70.0,adult
12872,393,2025-04-14T12:33:09,card,81.0,adult
12873,8098,2025-08-04T15:09:09,card,82.0,adult
12874,2400,2025-04-04T10:48:09,cash,95.0,adult
12875,8869,2025-07-18T04:16:09,card,101.0,adult
12876,3303,2025-07-03T01:07:09,card,84.0,student
12877,8116,2025-07-22T09:07:09,cash,108.0,student
12878,2025,2025-08-16T19:58:09,card,70.0,adult
12879,7420,2025-06-30T00:21:09,card,72.0,adult
12880,1420,2025-05-08T22:07:09,card,128.0,student
12881,3574,2025-04-01T20:30:09,card,96.0,adult
12882,9165,2025-07-02T19:43:09,qr,98.0,student
12883,3239,2025-05-29T16:50:09,card,67.0,adult
12884,5024,2025-08-25T05:27:09,card,99.0,adult
12885,5201,2025-06-29T06:08:09,card,65.0,adult
12886,3058,2025-04-02T20:50:09,card,85.0,student
12887,6943,2025-08-20T08:11:09,cash,72.0,adult
12888,3656,2025-06-01T22:11:09,qr,84.0,student
12889,6331,2025-04-20T00:14:09,cash,81.0,adult
12890,9526,2025-06-20T03:19:09,card,104.0,student
12891,9026,2025-07-15T21:22:09,card,83.0,adult
12892,2712,2025-04-29T14:09:09,card,84.0,adult
12893,8244,2025-06-23T02:42:09,card,89.0,adult
12894,9142,2025-08-01T16:28:09,card,119.0,adult
12895,6726,2025-09-11T16:57:09,qr,126.0,adult
12896,8760,2025-08-30T09:05:09,card,73.0,student
12897,5030,2025-07-23T08:34:09,cash,77.0,adult
12898,811,2025-08-25T05:27:09,cash,93.0,student
12899,6916,2025-05-01T20:47:09,cash,99.0,adult
12900,10873,2025-05-29T15:04:09,qr,125.0,student
12901,5782,2025-07-26T19:12:09,card,82.0,adult
12902,6769,2025-08-23T13:42:09,card,99.0,student
12903,8082,2025-08-04T23:41:09,card,94.0,adult
12904,10064,2025-09-07T01:11:09,card,82.0,adult
12905,5897,2025-03-25T22:08:09,qr,87.0,adult
12906,3819,2025-08-11T03:17:09,card,84.0,student
12907,7562,2025-06-28T16:22:09,card,64.0,adult
12908,8280,2025-08-28T01:27:09,card,138.0,adult
12909,8042,2025-05-28T00:33:09,cash,118.0,adult
12910,7230,2025-05-16T11:52:09,cash,122.0,adult
12911,12000,2025-04-13T08:26:09,card,79.0,student
12912,3241,2025-08-25T01:29:09,cash,73.0,adult
12913,3793,2025-04-27T16:54:09,card,116.0,adult
12914,10220,2025-06-04T17:33:09,card,73.0,adult
12915,2178,2025-09-19T15:13:09,card,131.0,student
12916,9767,2025-09-10T18:22:09,card,93.0,student
12917,2974,2025-06-15T03:18:09,card,128.0,student
12918,8041,2025-04-24T10:04:09,card,53.0,adult
12919,10247,2025-04-17T04:09:09,cash,81.0,adult
12920,10418,2025-07-25T01:07:09,card,118.0,adult
12921,7249,2025-09-17T19:14:09,card,84.0,student
12922,2629,2025-04-11T06:20:09,qr,92.0,adult
12923,4058,2025-05-04T11:48:09,card,89.0,student
12924,8523,2025-04-18T22:26:09,card,65.0,adult
12925,7656,2025-07-27T16:23:09,card,79.0,adult
12926,3459,2025-09-12T06:06:09,card,117.0,adult
12927,6865,2025-09-15T14:39:09,card,57.0,student
12928,11274,2025-09-09T05:23:09,qr,83.0,adult
12929,694,2025-04-21T00:44:09,card,94.0,adult
12930,6777,2025-09-05T07:08:09,qr,75.0,adult
12931,6632,2025-08-07T20:02:09,card,99.0,adult
12932,10190,2025-09-10T04:07:09,cash,114.0,adult
12933,3092,2025-06-23T07:30:09,card,102.0,adult
12934,2156,2025-05-19T08:19:09,cash,105.0,adult
12935,5311,2025-06-19T19:27:09,card,78.0,adult
12936,3818,2025-04-25T02:37:09,cash,87.0,adult
12937,10662,2025-05-26T18:14:09,cash,82.0,adult
12938,9157,2025-05-08T11:40:09,card,104.0,adult
12939,4713,2025-07-06T08:10:09,card,119.0,senior
12940,4306,2025-03-30T12:54:09,cash,98.0,adult
12941,156,2025-07-06T22:48:09,qr,73.0,adult
12942,1080,2025-08-20T16:18:09,card,50.0,adult
12943,6678,2025-09-06T09:15:09,card,94.0,adult
12944,7886,2025-07-25T11:24:09,card,105.0,adult
12945,9541,2025-06-19T03:29:09,card,73.0,adult
12946,1321,2025-05-06T19:51:09,cash,90.0,student
12947,1923,2025-09-10T10:24:09,cash,66.0,adult
12948,6668,2025-07-13T07:40:09,card,95.0,adult
12949,1059,2025-05-25T09:32:09,card,58.0,adult
12950,10040,2025-03-31T05:49:09,card,102.0,adult
12951,5314,2025-04-08T14:24:09,qr,78.0,student
12952,7005,2025-04-22T23:02:09,card,96.0,adult
12953,9364,2025-09-07T23:16:09,qr,88.0,student
12954,6007,2025-06-09T19:09:09,cash,107.0,adult
12955,883,2025-04-05T11:36:09,cash,108.0,adult
12956,2742,2025-05-21T04:12:09,cash,86.0,adult
12957,4170,2025-08-28T14:26:09,card,127.0,student
12958,1955,2025-04-22T07:39:09,qr,96.0,adult
12959,6189,2025-07-02T16:08:09,cash,52.0,student
12960,224,2025-09-09T04:59:09,qr,77.0,student
12961,1741,2025-08-23T12:09:09,cash,65.0,adult
12962,9609,2025-06-25T05:16:09,card,68.0,adult
12963,1514,2025-07-31T08:43:09,cash,84.0,adult
12964,365,2025-04-17T11:37:09,card,74.0,student
12965,5363,2025-08-15T10:43:09,card,92.0,adult
12966,10305,2025-08-18T05:31:09,card,77.0,senior
12967,2926,2025-06-23T03:41:09,card,126.0,senior
12968,4763,2025-09-12T17:45:09,card,98.0,student
12969,9142,2025-06-26T19:30:09,cash,53.0,adult
12970,10923,2025-04-11T06:38:09,card,100.0,senior
12971,3589,2025-04-08T05:49:09,card,90.0,adult
12972,1874,2025-07-21T06:35:09,cash,58.0,student
12973,2953,2025-06-02T16:46:09,card,79.0,adult
12974,9721,2025-04-17T22:17:09,qr,87.0,student
12975,4034,2025-07-20T15:46:09,card,87.0,adult
12976,10387,2025-09-20T19:33:09,cash,63.0,adult
12977,5927,2025-04-08T19:14:09,cash,111.0,adult
12978,5014,2025-05-20T10:55:09,card,97.0,student
12979,8703,2025-07-30T23:41:09,card,106.0,adult
12980,11791,2025-06-05T17:54:09,card,90.0,adult
12981,8991,2025-05-03T13:50:09,card,84.0,adult
12982,2537,2025-06-06T09:15:09,cash,106.0,adult
12983,3894,2025-05-04T15:55:09,qr,91.0,student
12984,1339,2025-04-23T21:15:09,card,104.0,adult
12985,7087,2025-08-10T19:03:09,qr,99.0,adult
12986,11656,2025-08-06T13:25:09,card,90.0,adult
12987,3777,2025-09-11T20:44:09,card,120.0,adult
12988,3077,2025-05-22T08:50:09,card,113.0,student
12989,11141,2025-04-07T11:11:09,cash,111.0,adult
12990,342,2025-03-31T06:00:09,qr,79.0,adult
12991,2538,2025-05-02T04:19:09,card,59.0,adult
12992,4718,2025-05-29T11:36:09,card,83.0,student
12993,11261,2025-04-03T04:35:09,qr,81.0,student
12994,11896,2025-06-19T10:38:09,card,124.0,adult
12995,10726,2025-06-26T02:58:09,card,50.0,student
12996,10088,2025-05-02T18:01:09,card,130.0,adult
12997,350,2025-09-03T21:36:09,card,101.0,adult
12998,1156,2025-04-12T00:29:09,card,103.0,adult
12999,10720,2025-05-17T23:48:09,qr,126.0,adult
13000,4319,2025-06-26T11:42:09,card,125.0,adult
13001,1943,2025-05-24T20:47:09,cash,101.0,adult
13002,6438,2025-07-07T18:32:09,cash,96.0,adult
13003,11046,2025-09-05T08:52:09,card,100.0,student
13004,9557,2025-05-08T14:38:09,card,99.0,adult
13005,5021,2025-09-04T01:09:09,cash,95.0,adult
13006,2308,2025-09-12T13:59:09,qr,104.0,senior
13007,9196,2025-05-04T01:51:09,card,78.0,adult
13008,1091,2025-05-12T08:20:09,cash,104.0,adult
13009,1374,2025-07-14T19:48:09,cash,68.0,adult
13010,8804,2025-03-26T06:03:09,cash,90.0,student
13011,2220,2025-07-04T07:32:09,card,102.0,student
13012,257,2025-07-21T18:44:09,cash,50.0,student
13013,11893,2025-05-03T00:30:09,card,50.0,student
13014,6187,2025-04-16T21:09:09,card,95.0,senior
13015,9406,2025-07-30T04:39:09,cash,55.0,adult
13016,8476,2025-08-01T14:04:09,card,92.0,adult
13017,9888,2025-07-25T20:12:09,card,80.0,adult
13018,8004,2025-03-31T07:28:09,card,99.0,adult
13019,8523,2025-05-25T10:52:09,card,110.0,adult
13020,6122,2025-06-28T07:37:09,cash,63.0,adult
13021,1932,2025-05-06T07:15:09,card,117.0,student
13022,9376,2025-06-11T01:31:09,card,89.0,adult
13023,5807,2025-08-14T20:14:09,card,104.0,student
13024,7082,2025-07-21T02:44:09,cash,121.0,senior
13025,3644,2025-09-10T01:49:09,cash,99.0,adult
13026,9882,2025-05-03T04:18:09,card,86.0,adult
13027,9063,2025-09-01T10:39:09,cash,88.0,adult
13028,6970,2025-05-04T23:29:09,qr,95.0,adult
13029,2180,2025-04-27T23:55:09,card,105.0,student
13030,5190,2025-06-02T20:14:09,card,120.0,adult
13031,3099,2025-09-11T18:07:09,card,103.0,student
13032,7173,2025-08-04T18:05:09,cash,50.0,senior
13033,820,2025-05-28T14:03:09,card,120.0,adult
13034,5101,2025-08-07T05:50:09,card,95.0,adult
13035,11766,2025-05-15T05:23:09,card,110.0,adult
13036,2515,2025-05-10T19:24:09,qr,98.0,adult
13037,5925,2025-08-26T12:36:09,cash,57.0,adult
13038,5657,2025-07-13T18:19:09,card,50.0,adult
13039,10400,2025-08-03T20:38:09,card,73.0,adult
13040,11377,2025-05-08T02:29:09,card,93.0,adult
13041,10018,2025-09-02T22:47:09,cash,67.0,adult
13042,7056,2025-05-27T14:53:09,card,112.0,student
13043,5041,2025-09-04T21:33:09,card,78.0,student
13044,8741,2025-07-27T20:40:09,qr,98.0,adult
13045,610,2025-08-24T21:07:09,card,102.0,adult
13046,7888,2025-05-07T19:48:09,card,89.0,adult
13047,3756,2025-09-01T04:24:09,cash,74.0,adult
13048,5537,2025-05-07T04:23:09,cash,84.0,adult
13049,7791,2025-06-30T00:17:09,card,79.0,adult
13050,4887,2025-08-04T20:49:09,card,75.0,adult
13051,3553,2025-04-09T18:16:09,cash,69.0,adult
13052,2381,2025-07-07T06:55:09,qr,105.0,student
13053,4833,2025-05-24T04:31:09,qr,125.0,adult
13054,186,2025-05-23T07:16:09,cash,92.0,adult
13055,10336,2025-07-04T08:00:09,card,97.0,adult
13056,10358,2025-08-24T20:18:09,qr,86.0,adult
13057,8150,2025-08-20T15:50:09,card,84.0,adult
13058,3332,2025-09-04T04:19:09,card,70.0,student
13059,9190,2025-06-23T22:39:09,cash,110.0,senior
13060,7102,2025-06-03T20:16:09,card,94.0,adult
13061,3176,2025-03-27T08:28:09,card,99.0,adult
13062,5547,2025-03-30T21:06:09,card,86.0,adult
13063,962,2025-07-01T18:52:09,card,55.0,adult
13064,1310,2025-04-11T08:57:09,cash,74.0,adult
13065,4525,2025-07-01T23:15:09,cash,98.0,adult
13066,426,2025-06-15T05:33:09,card,95.0,adult
13067,10435,2025-07-07T07:21:09,cash,91.0,adult
13068,11299,2025-09-16T17:15:09,cash,103.0,adult
13069,3947,2025-08-14T05:29:09,card,67.0,student
13070,4344,2025-07-10T11:56:09,qr,108.0,adult
13071,9238,2025-08-13T08:41:09,card,126.0,adult
13072,3770,2025-04-10T10:43:09,card,112.0,student
13073,9431,2025-07-09T13:19:09,card,84.0,student
13074,1020,2025-08-02T04:14:09,qr,116.0,adult
13075,6400,2025-08-01T23:30:09,card,98.0,student
13076,35,2025-05-17T22:44:09,qr,88.0,adult
13077,8718,2025-08-21T00:54:09,qr,102.0,adult
13078,8687,2025-05-05T22:56:09,card,117.0,adult
13079,5521,2025-05-15T12:07:09,qr,50.0,student
13080,10640,2025-06-22T08:02:09,qr,50.0,adult
13081,7976,2025-06-06T19:42:09,qr,60.0,adult
13082,3057,2025-05-15T01:46:09,card,81.0,adult
13083,7086,2025-06-26T12:22:09,cash,99.0,student
13084,5368,2025-08-10T08:18:09,card,119.0,student
13085,8385,2025-05-18T15:00:09,card,66.0,adult
13086,7449,2025-06-14T17:34:09,cash,119.0,student
13087,9349,2025-04-07T23:42:09,qr,81.0,adult
13088,2004,2025-04-11T09:04:09,cash,105.0,student
13089,267,2025-07-30T22:46:09,card,85.0,student
13090,4444,2025-09-07T06:50:09,cash,63.0,senior
13091,871,2025-09-12T23:02:09,card,113.0,student
13092,5875,2025-08-12T20:05:09,cash,72.0,adult
13093,4302,2025-04-22T12:43:09,card,61.0,adult
13094,7735,2025-08-21T05:21:09,card,113.0,adult
13095,8122,2025-05-11T02:56:09,cash,102.0,adult
13096,11784,2025-07-12T03:58:09,cash,117.0,adult
13097,138,2025-04-08T22:41:09,cash,121.0,student
13098,5963,2025-08-05T04:54:09,card,101.0,senior
13099,9582,2025-08-06T08:07:09,card,66.0,student
13100,3087,2025-07-27T01:04:09,card,61.0,student
13101,10361,2025-08-02T21:16:09,qr,72.0,adult
13102,7841,2025-04-17T07:03:09,card,123.0,student
13103,5930,2025-08-14T01:48:09,card,98.0,adult
13104,1378,2025-05-12T23:33:09,card,84.0,student
13105,6827,2025-05-21T14:42:09,cash,107.0,student
13106,68,2025-07-12T20:44:09,card,103.0,student
13107,3744,2025-05-12T05:56:09,card,91.0,student
13108,4514,2025-05-03T03:13:09,card,106.0,adult
13109,1022,2025-04-18T00:21:09,cash,67.0,student
13110,836,2025-08-25T03:37:09,cash,140.0,adult
13111,10667,2025-05-04T11:15:09,card,50.0,adult
13112,5728,2025-07-26T14:19:09,card,71.0,adult
13113,1107,2025-07-28T17:22:09,cash,76.0,adult
13114,3922,2025-06-20T09:23:09,qr,81.0,adult
13115,7143,2025-07-30T14:33:09,qr,85.0,adult
13116,10731,2025-06-27T18:34:09,card,111.0,senior
13117,5353,2025-04-23T22:04:09,card,98.0,student
13118,2140,2025-04-08T07:12:09,card,83.0,adult
13119,5790,2025-04-20T04:14:09,card,112.0,student
13120,8326,2025-08-03T14:54:09,card,80.0,adult
13121,1543,2025-05-12T15:42:09,cash,89.0,adult
13122,7579,2025-07-05T17:01:09,cash,74.0,senior
13123,4135,2025-04-23T17:32:09,qr,58.0,adult
13124,11942,2025-07-27T12:36:09,qr,84.0,adult
13125,5260,2025-08-19T02:27:09,card,95.0,adult
13126,6828,2025-04-02T02:55:09,card,128.0,adult
13127,8481,2025-08-08T15:17:09,card,83.0,adult
13128,9688,2025-07-20T14:45:09,card,87.0,adult
13129,663,2025-08-26T04:27:09,cash,76.0,student
13130,4215,2025-05-13T08:44:09,cash,55.0,adult
13131,138,2025-09-03T22:51:09,cash,74.0,student
13132,867,2025-04-20T14:55:09,card,76.0,adult
13133,5717,2025-06-03T17:38:09,cash,109.0,adult
13134,4854,2025-04-01T16:24:09,card,85.0,student
13135,8665,2025-05-12T18:07:09,card,86.0,adult
13136,8071,2025-07-19T11:42:09,cash,113.0,adult
13137,11076,2025-09-07T13:31:09,card,105.0,adult
13138,3053,2025-05-20T12:00:09,card,103.0,adult
13139,6573,2025-04-14T10:54:09,qr,114.0,adult
13140,1665,2025-09-15T03:40:09,card,65.0,student
